pixel,fps,pv,ra,stream,device,GPU
360,14,0.86,0.36,3,Nano,0
360,18,1.0,0.89,4,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,0.94,0.89,4,Laptop,0
360,14,0.86,0.36,3,Nano,0
420,14,1.0,0.73,5,Xavier,0
360,18,1.0,0.83,4,Laptop,0
360,14,1.0,0.29,3,Nano,0
360,18,1.0,0.89,4,Laptop,0
420,14,1.0,0.66,5,Xavier,0
360,14,1.0,0.14,3,Nano,0
360,18,0.94,0.89,4,Laptop,0
420,14,1.0,0.66,5,Xavier,0
360,18,1.0,0.89,4,Laptop,0
360,14,0.86,0.29,3,Nano,0
360,18,1.0,0.83,4,Laptop,0
420,14,1.0,0.73,5,Xavier,0
360,14,1.0,0.36,3,Nano,0
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.39,4,Orin,1
360,18,0.94,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.78,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,0.94,0.83,4,Orin,1
360,18,1.0,0.78,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.61,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,1.0,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.78,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.72,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.78,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.72,4,Orin,1
360,18,0.94,0.78,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.78,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.72,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,0.94,0.83,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.78,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.78,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.78,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,0.94,0.83,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,0.94,1.0,4,Orin,1
360,18,1.0,1.0,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,0.94,0.94,4,Orin,1
360,18,0.94,0.83,4,Orin,1
360,18,1.0,0.94,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,0.94,0.89,4,Orin,1
360,18,1.0,0.89,4,Orin,1
360,18,1.0,0.83,4,Orin,1
